ItemKey,SourceId,ItemSetId,ItemId,ProductMasterId,ItemMapSource,VMID,MMID,ItemDesc,VendorDesc,ManufacturerDesc
2F332CB3-1E71-0923-A019-230306EDC2E4,VCHAPS,SET00,00091999,6,VMID,ZMA00U0110,ZMA00U0110,IMPLANT OPHTHALMOLOGY LENS INTRAOCULAR FOLDABLE TECNIS MF ASPHERIC MULTIFOCAL THREE PIECE 11.0 DIOPTER 6.0MM X 13MM ACRYLIC,ABBOTT,ADVANCED MEDICAL OPTICS
EF968C46-DAB3-FF44-CCC5-162E80A8FF74,IHA,NULL,93807,6,VMID,ZMA00U0110,ZMA00U0110,LENS FOLD ZMA00U.11.0D N/STD MULTIFOCAL ACRYLIC TECNIS MF LENS INOCULAR FOLDING,ABBOTT,AMO
53E16799-1177-415F-D34B-D4E04086CFC8,IHA,NULL,94080,7,VMID,ZMA00U0140,ZMA00U0140,LENS FOLD ZMA00U.14.0D N/STD MULTIFOCAL ACRYLIC TECNIS MF LENS INOCULAR FOLDING,ABBOTT,AMO
CD70BA77-7DCA-7995-C69B-2E53CD2D06FF,FHA,NULL,484199,7,VMID,ZMA00U0140,ZMA00U0140,LENS IOL TECNIS ZMA00U 14.0D 3PC ASPHERIC MULTIFOCAL MF LENS IOL ASPHERIC MULTIFOCAL,ABBOTT,ABBOTT
2E9BEB1A-47AF-F37B-3AC5-EC7C5437CEB6,VCHAPS,SET00,00092005,7,VMID,ZMA00U0140,ZMA00U0140,IMPLANT OPHTHALMOLOGY LENS INTRAOCULAR FOLDABLE TECNIS MF ASPHERIC MULTIFOCAL THREE PIECE 14.0 DIOPTER 6.0MM X 13MM ACRYLIC,ABBOTT,ADVANCED MEDICAL OPTICS
8141B56E-32B8-4933-618F-C052CEEBE51D,IHA,NULL,94010,7,VMID,ZMA00U0140,ZMA00U0140,LENS FOLD ZMA00U.14.0D N/STD MULTIFOCAL ACRYLIC TECNIS MF LENS INOCULAR FOLDING,ABBOTT,AMO
EEF93905-BEE6-95A5-8A93-EE41303A8065,FHA,NULL,484203,8,VMID,ZMA00U0155,ZMA00U0155,LENS IOL TECNIS ZMA00U 15.5D 3PC ASPHERIC MULTIFOCAL MF LENS IOL ASPHERIC MULTIFOCAL,ABBOTT,ABBOTT
856D8E78-436B-1F67-3041-FD74B3157FB2,VCHAPS,SET00,00092008,8,VMID,ZMA00U0155,ZMA00U0155,IMPLANT OPHTHALMOLOGY LENS INTRAOCULAR FOLDABLE TECNIS MF ASPHERIC MULTIFOCAL THREE PIECE 15.5 DIOPTER 6.0MM X 13MM ACRYLIC,ABBOTT,ADVANCED MEDICAL OPTICS
EC67ACB4-3463-70F8-226A-94ED1A68FF41,IHA,NULL,94083,8,VMID,ZMA00U0155,ZMA00U0155,LENS FOLD ZMA00U.15.5D N/STD MULTIFOCAL ACRYLIC TECNIS MF LENS INOCULAR FOLDING,ABBOTT,AMO
3E99C33A-9181-00D4-55E7-620E10282E57,IHA,NULL,94013,8,VMID,ZMA00U0155,ZMA00U0155,LENS FOLD ZMA00U.15.5D N/STD MULTIFOCAL ACRYLIC TECNIS MF LENS INOCULAR FOLDING,ABBOTT,AMO
EE243989-A0DD-48BD-0766-F3AF679B2432,VCHAPS,SET00,00092010,9,VMID,ZMA00U0165,ZMA00U0165,IMPLANT OPHTHALMOLOGY LENS INTRAOCULAR FOLDABLE TECNIS MF ASPHERIC MULTIFOCAL THREE PIECE 16.5 DIOPTER 6.0MM X 13MM ACRYLIC,ABBOTT,ADVANCED MEDICAL OPTICS
99C0F8BD-BB43-F561-B2EB-CA91B385F959,FHA,NULL,484206,9,VMID,ZMA00U0165,ZMA00U0165,LENS IOL TECNIS ZMA00U 16.5D 3PC ASPHERIC MULTIFOCAL MF LENS IOL ASPHERIC MULTIFOCAL,ABBOTT,ABBOTT
C7112084-C4D7-2EE6-05F9-CC13C9861D98,IHA,NULL,94085,9,VMID,ZMA00U0165,ZMA00U0165,LENS FOLD ZMA00U.16.5D N/STD MULTIFOCAL ACRYLIC TECNIS MF LENS INOCULAR FOLDING,ABBOTT,AMO
22CF6BBA-C25C-E25F-ED95-3DC8924CDC70,IHA,NULL,94015,9,VMID,ZMA00U0165,ZMA00U0165,LENS FOLD ZMA00U.16.5D N/STD MULTIFOCAL ACRYLIC TECNIS MF LENS INOCULAR FOLDING,ABBOTT,AMO
A8C3CE30-E0B2-6A94-02FB-1E7A33263506,IHA,NULL,94038,10,VMID,ZMA00U0270,ZMA00U0270,LENS FOLD ZMA00U.27.0D N/STD MULTIFOCAL ACRYLIC TECNIS MF LENS INOCULAR FOLDING,ABBOTT,AMO
6BFD56A6-007E-8C1E-E8EB-A79F94E4DDFF,VCHAPS,SET00,00092031,10,VMID,ZMA00U0270,ZMA00U0270,IMPLANT OPHTHALMOLOGY LENS INTRAOCULAR FOLDABLE TECNIS MF ASPHERIC MULTIFOCAL THREE PIECE 27.0 DIOPTER 6.0MM X 13MM ACRYLIC,ABBOTT,ADVANCED MEDICAL OPTICS
26BAAA60-3815-0EA6-5CA2-049BC75E166B,IHA,NULL,94121,10,VMID,ZMA00U0270,ZMA00U0270,LENS FOLD ZMA00U.27.0D N/STD MULTIFOCAL ACRYLIC TECNIS MF LENS INOCULAR FOLDING,ABBOTT,AMO
BE75206A-97B2-ECB3-D418-3F754FE2FDBC,FHA,NULL,484229,10,VMID,ZMA00U0270,ZMA00U0270,LENS IOL TECNIS ZMA00U 27.0D 3PC ASPHERIC MULTIFOCAL MF LENS IOL ASPHERIC MULTIFOCAL,ABBOTT,ABBOTT
139649FC-E69A-6DE5-98AC-4131ED809E24,VCHAPS,SET00,00092035,11,VMID,ZMA00U0290,ZMA00U0290,IMPLANT OPHTHALMOLOGY LENS INTRAOCULAR FOLDABLE TECNIS MF ASPHERIC MULTIFOCAL THREE PIECE 29.0 DIOPTER 6.0MM X 13MM ACRYLIC,ABBOTT,ADVANCED MEDICAL OPTICS
E1B9F4CD-CDA3-732B-AD72-D504E24617B8,FHA,NULL,484233,11,VMID,ZMA00U0290,ZMA00U0290,LENS IOL TECNIS ZMA00U 29.0D 3PC ASPHERIC MULTIFOCAL MF LENS IOL ASPHERIC MULTIFOCAL,ABBOTT,ABBOTT
04F9D242-A876-ED22-2C44-738C16C27EB1,IHA,NULL,94042,11,VMID,ZMA00U0290,ZMA00U0290,LENS FOLD ZMA00U.29.0D N/STD MULTIFOCAL ACRYLIC TECNIS MF LENS INOCULAR FOLDING,ABBOTT,AMO
E19C70BF-15B4-D198-4ABB-4AE2CB6E01AA,IHA,NULL,94125,11,VMID,ZMA00U0290,ZMA00U0290,LENS FOLD ZMA00U.29.0D N/STD MULTIFOCAL ACRYLIC TECNIS MF LENS INOCULAR FOLDING,ABBOTT,AMO
3000A04C-735D-9BBB-F46B-58FF96BBDCCB,IHA,NULL,94051,12,VMID,ZMA00U0305,ZMA00U0305,LENS FOLD ZMA00U.30.5D N/STD MULTIFOCAL ACRYLIC TECNIS MF LENS INOCULAR FOLDING,ABBOTT,AMO
498F861B-25C2-7499-B456-6312FC135DD8,IHA,NULL,94128,12,VMID,ZMA00U0305,ZMA00U0305,LENS FOLD ZMA00U.30.5D N/STD MULTIFOCAL ACRYLIC TECNIS MF LENS INOCULAR FOLDING,ABBOTT,AMO
787230E7-1999-6826-16B9-697A5DE92749,VCHAPS,SET00,00092038,12,VMID,ZMA00U0305,ZMA00U0305,IMPLANT OPHTHALMOLOGY LENS INTRAOCULAR FOLDABLE TECNIS MF ASPHERIC MULTIFOCAL THREE PIECE 30.5 DIOPTER 6.0MM X 13MM ACRYLIC,ABBOTT,ADVANCED MEDICAL OPTICS
38E89172-9BBF-06E8-0B3F-C58941C7B9FE,FHA,NULL,484236,12,VMID,ZMA00U0305,ZMA00U0305,LENS IOL TECNIS ZMA00U 30.5D 3PC ASPHERIC MULTIFOCAL MF LENS IOL ASPHERIC MULTIFOCAL,ABBOTT,ABBOTT
509381EB-7448-C2ED-C05B-74BAC9B0971D,NAR,NULL,61730,13,VMID,ZMAOOU0060,ZMAOOU0060,LENS ASPHERIC MULTIFOCAL 6.0D 3 PCE ACRYLIC TECNIS MF ZMAOOU LENS FOLDABLE ADVANCED,ABBOTT,ABBOTT
C6E51BC3-215C-5FAA-FF00-5D3B35F9686D,NAR,NULL,61731,14,VMID,ZMAOOU0065,ZMAOOU0065,LENS ASPHERIC MULTIFOCAL 6.5D 3 PCE ACRYLIC TECNIS MF ZMAOOU LENS FOLDABLE ADVANCED,ABBOTT,ABBOTT
64E87A5B-540F-3AED-61D2-37C799C152FF,NAR,NULL,61732,15,VMID,ZMAOOU0070,ZMAOOU0070,LENS ASPHERIC MULTIFOCAL 7.0D 3 PCE ACRYLIC TECNIS MF ZMAOOU LENS FOLDABLE ADVANCED,ABBOTT,ABBOTT
EC205343-F1C4-96C6-25EF-497A31BB9B03,NAR,NULL,61765,16,VMID,ZMAOOU0220,ZMAOOU0220,LENS ASPHERIC MULTIFOCAL 22.0D 3 PCE ACRYLIC TECNIS MF ZMAOOU LENS FOLDABLE ADVANCED,ABBOTT,ABBOTT
B3491C55-D79E-D45A-A343-9CFE063B0A1E,NAR,NULL,61786,17,VMID,ZMAOOU0320,ZMAOOU0320,LENS ASPHERIC MULTIFOCAL 32.0D 3 PCE ACRYLIC TECNIS MF ZMAOOU LENS FOLDABLE ADVANCED,ABBOTT,ABBOTT
FD48F8CD-CB2B-7FB4-EA10-C4508C7630D8,FHA,NULL,477793,18,VMID,ZMB00U0120,ZMB00U0120,LENS IOL TECNIS ZMB 12.0D ACR 1PC ASPHERIC MULTIFOCAL TECNIS LENS IOL ASPHERIC MULTIFOCAL,ABBOTT,ABBOTT
76581EC5-F5AB-587F-DE0D-7A4E1A9245CF,IHA,NULL,96759,18,VMID,ZMB00U0120,ZMB00U0120,LENS FOLD ZMB00U.12.0D N/STD MULTIFOCAL ACRYLIC TECNIS MF LENS INOCULAR FOLDING,ABBOTT,AMO
3597956C-C2FC-F4C9-C054-A1267995EC74,IHA,NULL,93746,18,VMID,ZMB00U0120,ZMB00U0120,LENS FOLD ZMB00U.12.0D N/STD MULTIFOCAL ACRYLIC TECNIS MF LENS INOCULAR FOLDING,ABBOTT,AMO
AAB63BD0-F5F6-69F4-8DED-6EEAD634FBE8,VCHAPS,SET00,00091942,18,VMID,ZMB00U0120,ZMB00U0120,IMPLANT OPHTHALMOLOGY LENS INTRAOCULAR FOLDABLE TECNIS MF ASPHERIC MULTIFOCAL ONE PIECE 12.0 DIOPTER 6.0MM X 13MM ACRYLIC,ABBOTT,ADVANCED MEDICAL OPTICS
0817DBED-8789-8837-F832-A1A0392A0E3B,NAR,NULL,89860,19,VMID,ZMB00U0200,NULL,LENS FOLDABLE ADVANCED LENS FOLDABLE ADVANCED,ABBOTT,NULL
8A63C7F4-60D4-A7F6-CCDF-30C649F01B8A,IHA,NULL,93765,19,VMID,ZMB00U0200,ZMB00U0200,LENS FOLD ZMB00U.20.0D N/STD MULTIFOCAL ACRYLIC TECNIS MF LENS INOCULAR FOLDING,ABBOTT,AMO
A2553B7E-9DB8-E667-6D2D-A1052EC62132,FHA,NULL,477810,19,VMID,ZMB00U0200,ZMB00U0200,LENS IOL TECNIS ZMB 20.0D ACR 1PC ASPHERIC MULTIFOCAL TECNIS LENS IOL ASPHERIC MULTIFOCAL,ABBOTT,ABBOTT
46D4B624-782B-16C4-95B2-D9A3383546D4,IHA,NULL,96776,19,VMID,ZMB00U0200,ZMB00U0200,LENS FOLD ZMB00U.20.0D N/STD MULTIFOCAL ACRYLIC TECNIS MF LENS INOCULAR FOLDING,ABBOTT,AMO
29629656-2AD3-8C73-6A81-DB5118F0738D,VCHAPS,SET00,00091958,19,VMID,ZMB00U0200,ZMB00U0200,IMPLANT OPHTHALMOLOGY LENS INTRAOCULAR FOLDABLE TECNIS MF ASPHERIC MULTIFOCAL ONE PIECE 20.0 DIOPTER 6.0MM X 13MM ACRYLIC,ABBOTT,ADVANCED MEDICAL OPTICS
270FCDB0-60A8-002D-D31E-8FC2536F3DA1,NAR,NULL,94016,20,VMID,ZMB00U0210,NULL,LENS FOLDABLE ADVANCED LENS,ABBOTT,NULL
DC1D64B9-AF6A-C600-E73E-3CED06EF8B8D,VCHAPS,SET00,00091960,20,VMID,ZMB00U0210,ZMB00U0210,IMPLANT OPHTHALMOLOGY LENS INTRAOCULAR FOLDABLE TECNIS MF ASPHERIC MULTIFOCAL ONE PIECE 21.0 DIOPTER 6.0MM X 13MM ACRYLIC,ABBOTT,ADVANCED MEDICAL OPTICS
75A5F214-9B9E-A56A-F251-0F721FAF6B78,IHA,NULL,96778,20,VMID,ZMB00U0210,ZMB00U0210,LENS FOLD ZMB00U.21.0D N/STD MULTIFOCAL ACRYLIC TECNIS MF LENS INOCULAR FOLDING,ABBOTT,AMO
D6DA6097-F462-74F1-DFD4-2EF6D9DF1C7B,IHA,NULL,93767,20,VMID,ZMB00U0210,ZMB00U0210,LENS FOLD ZMB00U.21.0D N/STD MULTIFOCAL ACRYLIC TECNIS MF LENS INOCULAR FOLDING,ABBOTT,AMO
C8C96C76-B7C5-D85B-F70A-97C7F4256A24,FHA,NULL,477812,20,VMID,ZMB00U0210,ZMB00U0210,LENS IOL TECNIS ZMB 21.0D ACR 1PC ASPHERIC MULTIFOCAL TECNIS LENS IOL ASPHERIC MULTIFOCAL,ABBOTT,ABBOTT
5DDB50DD-D416-C4FF-0629-BB3C258C1C2D,NAR,NULL,67813,21,VMID,ZMB00U0220,NULL,LENS FOLDABLE ZMB00U.22.0 LENS FOLDABLE,ABBOTT,NULL
7818577D-6BEE-D820-DF04-8FB644F58DC6,IHA,NULL,93769,21,VMID,ZMB00U0220,ZMB00U0220,LENS FOLD ZMB00U.22.0D N/STD MULTIFOCAL ACRYLIC TECNIS MF LENS INOCULAR FOLDING,ABBOTT,AMO
6140D3F3-325B-18D5-8EF1-5AC0675E1D1F,IHA,NULL,96780,21,VMID,ZMB00U0220,ZMB00U0220,LENS FOLD ZMB00U.22.0D N/STD MULTIFOCAL ACRYLIC TECNIS MF LENS INOCULAR FOLDING,ABBOTT,AMO
A6F4BBE3-EC7F-A69A-8A5B-7846F6BC4E7E,VCHAPS,SET00,00091962,21,VMID,ZMB00U0220,ZMB00U0220,IMPLANT OPHTHALMOLOGY LENS INTRAOCULAR FOLDABLE TECNIS MF ASPHERIC MULTIFOCAL ONE PIECE 22.0 DIOPTER 6.0MM X 13MM ACRYLIC,ABBOTT,ADVANCED MEDICAL OPTICS
B9C4EFEC-F125-957D-3279-908D19424BCC,FHA,NULL,477816,21,VMID,ZMB00U0220,ZMB00U0220,LENS IOL TECNIS ZMB 22.0D ACR 1PC ASPHERIC MULTIFOCAL TECNIS LENS IOL ASPHERIC MULTIFOCAL,ABBOTT,ABBOTT
591A1BCC-84E6-C7FB-6FBA-E0A93A18C0C4,IHA,NULL,96799,22,VMID,ZMB00U0320,ZMB00U0320,LENS FOLD ZMB00U.32.0D N/STD MULTIFOCAL ACRYLIC TECNIS MF LENS INOCULAR FOLDING,ABBOTT,AMO
55662231-C60D-28A4-CB24-BF9B60E15B4D,IHA,NULL,93790,22,VMID,ZMB00U0320,ZMB00U0320,LENS FOLD ZMB00U.32.0D N/STD MULTIFOCAL ACRYLIC TECNIS MF LENS INOCULAR FOLDING,ABBOTT,AMO
FA1D6447-112C-9B90-F1FB-F1674C489FC5,VCHAPS,SET00,00091982,22,VMID,ZMB00U0320,ZMB00U0320,IMPLANT OPHTHALMOLOGY LENS INTRAOCULAR FOLDABLE TECNIS MF ASPHERIC MULTIFOCAL ONE PIECE 32.0 DIOPTER 6.0MM X 13MM ACRYLIC,ABBOTT,ADVANCED MEDICAL OPTICS
C622232A-3107-0D19-37C0-2958668710CC,FHA,NULL,477837,22,VMID,ZMB00U0320,ZMB00U0320,LENS IOL TECNIS ZMB 32.0D ACR 1PC ASPHERIC MULTIFOCAL TECNIS LENS IOL ASPHERIC MULTIFOCAL,ABBOTT,ABBOTT
F59A86D3-290D-4982-5010-D027EBE4785A,VCHAPS,SET00,00091986,23,VMID,ZMB00U0340,ZMB00U0340,IMPLANT OPHTHALMOLOGY LENS INTRAOCULAR FOLDABLE TECNIS MF ASPHERIC MULTIFOCAL ONE PIECE 34.0 DIOPTER 6.0MM X 13MM ACRYLIC,ABBOTT,ADVANCED MEDICAL OPTICS
3F09BE4F-6017-4C16-D970-57FE4A8F1664,FHA,NULL,477841,23,VMID,ZMB00U0340,ZMB00U0340,LENS IOL TECNIS ZMB 34.0D ACR 1PC ASPHERIC MULTIFOCAL TECNIS LENS IOL ASPHERIC MULTIFOCAL,ABBOTT,ABBOTT
F7036563-D0AE-F150-6A9C-2354D6F03C12,IHA,NULL,96806,23,VMID,ZMB00U0340,ZMB00U0340,LENS FOLD ZMB00U.34.0D N/STD MULTIFOCAL ACRYLIC TECNIS MF LENS INOCULAR FOLDING,ABBOTT,AMO
6DC33F0B-C2B9-A7AD-F022-A9FA0F7F7706,IHA,NULL,93794,23,VMID,ZMB00U0340,ZMB00U0340,LENS FOLD ZMB00U.34.0D N/STD MULTIFOCAL ACRYLIC TECNIS MF LENS INOCULAR FOLDING,ABBOTT,AMO
3C5BED10-E1EA-795A-40EC-19E8E82B6F51,NAR,NULL,61670,24,VMID,ZMBOOU0060,ZMBOOU0060,LENS ASPHERIC MULITIFOCAL 6.0D 1 PCE ACRYLIC TECNIS MF ZMBOOU LENS FOLDABLE ADVANCED,ABBOTT,ABBOTT
99918CC7-85B7-FE3F-B06F-3B9A4A1C7782,NAR,NULL,61677,25,VMID,ZMBOOU0095,ZMBOOU0095,LENS ASPHERIC MULTIFOCAL 9.5D 1 PCE ACRYLIC TECNIS MF ZMBOOU FENS FOLDABLE ADVANCED,ABBOTT,ABBOTT
0D761151-9E15-B3FA-1DF0-E05A520B2CD7,NAR,NULL,61683,26,VMID,ZMBOOU0125,ZMBOOU0125,LENS ASPHERIC MULTIFOCAL 12.5D 1 PCE ACRYLIC TECNIS MF ZMBOOU LENS FOLDABLE ADVANCED,ABBOTT,ABBOTT
61BAD1F0-2146-24EF-EA55-E9F07BBFB63E,NAR,NULL,61713,27,VMID,ZMBOOU0265,ZMBOOU0265,LENS ASPHERIC MULTIFOCAL 26.5D 1 PCE ACRYLIC TECNIS MF ZMBOOU LENS FOLDABLE ADVANCED,ABBOTT,ABBOTT
2D0A3892-6AA6-C2EA-2563-5B6705C59D66,NAR,NULL,61711,28,VMID,ZMBOOU0270,ZMBOOU0270,LENS ASPHERIC MULTIFOCAL 27.0D 1 PCE ACRYLIC TECNIS MF ZMBOOU LENS FOLDABLE ADVANCED,ABBOTT,ABBOTT
049EAE66-5CA9-0BDC-7265-3DB408772E25,VCHAPS,SET00,00099747,29,VMID,ZMT150I100,ZMT150I100,IMPLANT OPHTHALMOLOGY LENS INTRAOCULAR FOLDABLE TECNIS ASPHERIC TORIC MULTIFOCAL ONE PIECE 1.50D 10.0D 6.0X13MM ACRYLIC,ABBOTT,ADVANCED MEDICAL OPTICS
D37135F4-0983-790A-A8FF-9794C1029CEE,PHSAPS,SET00,00086881,29,VMID,ZMT150I100,ZMT150I100,IMPLANT OPHTHALMOLOGY LENS INTRAOCULAR FOLDABLE TECNIS ASPHERIC TORIC MULTIFOCAL ONE PIECE 1.50D 10.0D 6.0X13MM ACRYLIC,ABBOTT,ADVANCED MEDICAL OPTICS
564649B3-4430-5DB8-1544-B6B7CA06069D,IHA,NULL,111066,29,VMID,ZMT150I100,ZMT150I100,LENS IOL TECNIS ZMT150I 10.0D 1 PC ASPHERIC MULTIFOCAL LENS INOCULAR FOLDING,ABBOTT,AMO CANADA CO.
221C9705-97D6-259B-CA6E-03309F25C1C6,FHA,NULL,495373,29,VMID,ZMT150I100,ZMT150I100,LENS IOL TECNIS ZMT150I 10.0D 1PC ASPHERIC MULTIFOCAL LENS IOL ASPHERIC MULTIFOCAL,ABBOTT,ABBOTT
AE419FE1-18C3-F80F-B4CC-793A105CC397,IHA,NULL,111065,29,VMID,ZMT150I100,ZMT150I100,LENS FOLD ZMT150I 10.0D N/STD 1 PC ASPHERIC MULTIFOCAL LENS INOCULAR FOLDING,ABBOTT,AMO CANADA CO.
17F4BBD2-6DAF-CD94-89EC-7817CBC94FB8,VCHAPS,SET00,00099753,30,VMID,ZMT150I130,ZMT150I130,IMPLANT OPHTHALMOLOGY LENS INTRAOCULAR FOLDABLE TECNIS ASPHERIC TORIC MULTIFOCAL ONE PIECE 1.50D 13.0D 6.0X13MM ACRYLIC,ABBOTT,ADVANCED MEDICAL OPTICS
3E4F0D57-C830-A5D8-9632-00B6A49C7A13,PHSAPS,SET00,00086887,30,VMID,ZMT150I130,ZMT150I130,IMPLANT OPHTHALMOLOGY LENS INTRAOCULAR FOLDABLE TECNIS ASPHERIC TORIC MULTIFOCAL ONE PIECE 1.50D 13.0D 6.0X13MM ACRYLIC,ABBOTT,ADVANCED MEDICAL OPTICS
488E9E72-0D8E-1A47-E4C1-5ED2CEF7D18D,IHA,NULL,111077,30,VMID,ZMT150I130,ZMT150I130,LENS FOLD ZMT150I 13.0D N/STD 1 PC ASPHERIC MULTIFOCAL LENS INOCULAR FOLDING,ABBOTT,AMO CANADA CO.
70F7BD7E-4855-2609-6CDA-FB1CE78E49F3,FHA,NULL,495379,30,VMID,ZMT150I130,ZMT150I130,LENS IOL TECNIS ZMT150I 13.0D 1PC ASPHERIC MULTIFOCAL LENS IOL ASPHERIC MULTIFOCAL,ABBOTT,ABBOTT
A37F7DE5-257A-421E-E9FB-B2C6ADE3525B,IHA,NULL,111078,30,VMID,ZMT150I130,ZMT150I130,LENS IOL TECNIS ZMT150I 13.0D 1 PC ASPHERIC MULTIFOCAL LENS INOCULAR FOLDING,ABBOTT,AMO CANADA CO.
77406D45-CD15-216F-2657-E4437316E02D,IHA,NULL,111079,31,VMID,ZMT150I135,ZMT150I135,LENS FOLD ZMT150I 13.5D N/STD 1 PC ASPHERIC MULTIFOCAL LENS INOCULAR FOLDING,ABBOTT,AMO CANADA CO.
B7114D69-F530-BC04-FA56-71F97565A439,FHA,NULL,495380,31,VMID,ZMT150I135,ZMT150I135,LENS IOL TECNIS ZMT150I 13.5D 1PC ASPHERIC MULTIFOCAL LENS IOL ASPHERIC MULTIFOCAL,ABBOTT,ABBOTT
CDCC6F97-C8BE-11FC-4C44-120C2B5CF02D,PHSAPS,SET00,00086888,31,VMID,ZMT150I135,ZMT150I135,IMPLANT OPHTHALMOLOGY LENS INTRAOCULAR FOLDABLE TECNIS ASPHERIC TORIC MULTIFOCAL ONE PIECE 1.50D 13.5D 6.0X13MM ACRYLIC,ABBOTT,ADVANCED MEDICAL OPTICS
F06C64E6-B82B-1EB3-1936-264958075ACE,VCHAPS,SET00,00099754,31,VMID,ZMT150I135,ZMT150I135,IMPLANT OPHTHALMOLOGY LENS INTRAOCULAR FOLDABLE TECNIS ASPHERIC TORIC MULTIFOCAL ONE PIECE 1.50D 13.5D 6.0X13MM ACRYLIC,ABBOTT,ADVANCED MEDICAL OPTICS
08191256-A074-4213-34A0-F9B6CD6C7206,IHA,NULL,111080,31,VMID,ZMT150I135,ZMT150I135,LENS IOL TECNIS ZMT150I 13.5D 1 PC ASPHERIC MULTIFOCAL LENS INOCULAR FOLDING,ABBOTT,AMO CANADA CO.
1315BCF6-39A6-FA75-D924-00612F615857,VCHAPS,SET00,00099755,32,VMID,ZMT150I140,ZMT150I140,IMPLANT OPHTHALMOLOGY LENS INTRAOCULAR FOLDABLE TECNIS ASPHERIC TORIC MULTIFOCAL ONE PIECE 1.50D 14.0D 6.0X13MM ACRYLIC,ABBOTT,ADVANCED MEDICAL OPTICS
